content,adjectives,polarity
"disini menjual berbagai jenis makanan jepang , tapi yang paling saya pesan adalaha okonomiyaki dan takoyakinya . manggo dessertnya juga enak banget , kentel banget .",[u'jepang'],positive
"Mampir ke Bandung , tepatnya di daerah Sukajadi harus nyobain Ramen disini . Tempat parkir yang luas , tempat makan yang ramai . Disini enak buat ngobrol-ngobrol santai . Dan satu lagi Thai Tea nya enak . Untuk servicenya perlu ditingkatkan lagi Terima kasih","[u'luas', u'ramai']",positive
"Dengan tagline "" the best ramen in town"" , tapi ternyata biasa saja . Tapi untuk menghangatkan badan boleh lah , porsinya pun oke . Harganya juga oke . Menariknya , tempat ini seperti foodcourt , dengan banyak tenant , jadi pilihannya beragam . Yang cukup menarik adalah dessert - nya tapi tidak sempat nyobain karena sudah terlanjur kenyang ramen . Hahaha","[u'best', u'biasa', u'oke', u'banyak', u'jadi', u'cukup', u'menarik', u'nya', u'nyobain', u'kenyang']",positive
"Bagi penggemar masakan jepang , wajib coba restoran ini . Pertama di rekomen teman takoyaki nya enak dan beda . Maka kita pesan takoyaki , okonomiyaki , manggo heaven dessert , Thai tea . Takoyaki nya lebih berisi dan ada pilihan isinya . Saya pribadi suka sama okonomiyaki nya dan dessert nya sangat enak . Sayang rasa Thai tea nya agak aneh .","[u'jepang', u'pribadi', u'sama', u'nya', u'aneh']",positive
Paling juara desert di sini . Beragam pilihan desert tersedia . Enak banget . tempat cukup nyaman . Ada ruang mushola yang memadai . Namun untuk tempat parkir khususnya mobil agak sedikit kesulitan . Selalu penuh .,"[u'cukup', u'nyaman', u'sedikit', u'penuh']",positive
"Kedai yang menjual berbagai macam snack jepang seperi takoyaki , okonomiyaki , lalu ada berbagai pilihan ramen yang tidak kalah enak . Yang terkenal juga pilihan dessertnya yang menyegarkan ! Makanan favorit saya dari dulu , apalagi sekarang kedai yang di sukajadi sudah besar dan luas sehingga sangat nyaman","[u'jepang', u'lalu', u'favorit', u'besar', u'luas', u'nyaman']",positive
"Salah satu chinese food legendaris di bandung . Tapi saya sangat suka masakan kepitingnya,andalannya kepiting saos padang . Bumbunya mantap kepitingnya ajib . Kepitingnya kepiting pilihan . Jadi dagingnya banyak,gak menyesal bayar agak mahal . Sup asparagusnya juga mantap . Kalau berdua bisa pesan porsi setengah .","[u'Salah', u'legendaris', u'mantap', u'Jadi', u'mantap']",positive
chinese food legendaris sudah lama banget ini chinese food satu ini semua nya enak yang tidak enak cuma parkirnya saja aujubila susahnya parkir harus di seberang karena depan resto trotoar,"[u'legendaris', u'lama']",positive
Puas banget udang telor asinnya ajiib . kepiting saos padang . semua makanannya puas banget . wajib kesini kalau ke bandung ini,[u'puas'],positive
"Ini merupakan resto chinese food yang cukup lama di Bandung . Makanannya lumayan enak , terutama fuyunghai dan kangkung cah . Rasaya pas di lidah . Porsinya besar , namun harganya agak mahal . Karena terletak di jalan utama , parkirnya agak susah dan harus menyeberang jalan . Secara keseluruhan , resto ini saya rekomendasikan .","[u'cukup', u'lama', u'lumayan', u'terutama', u'pas', u'besar', u'utama', u'susah']",positive
Datang kesini sehari sebelum imlek jadi pilihan menunya terbatas . Gurame asam manisnya sudah dingin . Mengecewakan .,"[u'jadi', u'dingin']",positive
"Resto jaman dulu yang masih eksis . Terkenal kepitingnya . Kailan cah sapi , sapo tahu , dan puyunghai nya lumayan enak . Sayang susah parkir ( harus di sebrang jalan )","[u'lumayan', u'susah']",positive
"ini adalah salah satu restoran chinese yang sudah ada sejak lama . Masakan dari kepitingnya favorit juara . biasa saya pesan kepiting rebus , babat toge dan ca kangkung","[u'salah', u'lama', u'favorit', u'biasa']",positive
kami datang makan restoran rose flower chinese food mengajak keluarga kakak saya . mereka semua sangat menyukai kualitas masakan disini karena rasanya sangat oldschool ( jaman dulu ) walaupun tempatnya terkesan agak tua dan tidak pakai pendingin udara _URL_ pesan udang goreng telor asin dan rasanya sangat enak dan melebihi kualitas resto highend di hotel bintang lima . sangat recommended sekali,"[u'tua', u'asin', u'recommended']",positive
"Tempat rose flower ini spesialisasi nya iya kepiting , kepiting nya enak banget . bumbu nya bisa meresap sampai ke kepiting nya . Untuk harga rose flower ini agak menguras dompet sih , sebanding lah dengan kualitas makanan nya . Kalau ke bandung wajib coba kepiting disini","[u'nya', u'nya', u'nya']",positive
"Saya berlangganan sejak 30 tahun lalu , dan tiap kesini selalu pesan Kepiting Saus Tirem karena memang menu ini jagoannya . Sayang seiring dengan pergantian generasi kayaknya rasanya ada yang "" kurang"" . dulu lebih nendang , asin dan manisnya pas . Interior resto masih jaman dulu kayak 30 tahun lalu , but it's okay","[u'lalu', u'Tirem', u'nendang', u'asin', u'pas', u'kayak', u'lalu']",positive
"Kami sering makan di restoran ini sejak lebih dari 10 tahun yang lalu . Bagi penggemar Chinese Food , hidangan di restoran ini patut dicoba . Sayangnya sejak dulu tidak ada perubahan interior sehingga suasananya sangat standar .","[u'sering', u'lalu']",positive
"Tempatnya bagus , bersih terus makannya mantap bangetlah , meskipun agak mahal tapi kalau ada uang lebih , sangat disarankan makan di sini . Meskipun tempatnya kurang strategis , tempat parkir dikit , tapi untuk jaminan kualitas makannya , mantap !","[u'bersih', u'mantap', u'bangetlah', u'strategis', u'mantap']",positive
lokasi gampang di jangkau dan tempat nya enak buat ngopi dan menyantap aneka menu yang ditawarkan . menu yang selalu saya pesan fuyunghai dan mie goreng,[u'gampang'],positive
"rumah makan ini terkenal dengan kepitingnya , pelayannanya lumayan tempatnya bersih mudah temukan lokasinya namun parkirnya susah","[u'lumayan', u'bersih', u'mudah', u'susah']",positive
Restorannya bersih walau sederhana . Pelayanannya bagus . Porsinya besar . Kangkung cah sapi enak sekali . Fuyunghainya juga enak . Patut dicoba ! Sayang parkirnya susah di seberang jalan .,"[u'bersih', u'sederhana', u'besar', u'susah']",positive
"Kami sekeluarga memutuskan untuk bersantap malam di tempat ini karena kami sedang berada di pusat kota . Jika anda berada di bandung , anda tidak boleh melewatkan tempat ini sebagai salah satu tempat bersantap bersama keluarga . Jika anda tiba di bandung dengan menggunakan bus , pesawat , mobil atau kereta api , anda dapat menjangkau tempat ini melalui jalan veteran kemudian belok kanan untuk masuk . Lanjutan",[u'salah'],positive
"Yang suka makan kepiting disini tempatnya , coba rasa pedas bumbu padangnya . pertama di coba biasa saja tapi makin lama makin terasa bumbu khas padang yang tidak kerasa nasi sudah habis di piring dan bumbu padangnya yang mantap terus masuk dalam mulut . rekomen sangat lah","[u'pedas', u'biasa', u'lama', u'khas', u'mantap']",positive
"Bagi yang suka seafood sangat cocok ke rumah makan ini , Terutama menu kepitingnya sangat spesial karena besar - besar kepitingnya dan nikmat terutama dimasak dengan saus tiram","[u'cocok', u'Terutama', u'spesial', u'besar', u'besar', u'nikmat', u'terutama']",positive
"Kepiting saus tiram adalah menu wajib disini , bumbu yang berlimpah , nyerap sampai ke daging kepitingnya , anda bisa coba juga kangkung cah menjadi padanan yang cocok",[u'cocok'],positive
Rasa nya hampir sama dengan resto yang lain dibandung yang jualan seafood . Cman bersih dan pelayanannya _URL_ harganya lumayan mahal .,"[u'sama', u'lain', u'bersih', u'lumayan']",positive
"Saat itu saya beserta keluarga ingin makan bersama , dan saya menyarankan untuk mencoba makan di retaurant ini . Setelah saya dan keluarga memesan dan mencoba semua pesanan kami , kesimpulan yang bisa saya ambil dari mkan di restaurant ini adalah "" Perfect"" , ' Awesome"" , Absolutely Good"" . Semuanya enak banget , apalagi Kepiting Telur Asin _URL_ hingga ke cangkang - cangkang kepiting nya . Porinya banyaak , buat sekeluarga juga . Lanjutan","[u'bersama', u'nya']",positive
Sangat cocok untuk bersantap bersama keluarga menikmati hidangan yang lezat sambil ngobrol melepas penat setelah seharian beraktivitas pokoknya the best deh,"[u'cocok', u'lezat', u'penat', u'best']",positive
Rose Fluwer Restorant . Krpiting saus padang nya No. 1 di bandung . Dan banyak lagi yang enak - enak : seperti : Kang - kung hot plate . Ayam Nan King .,[u'banyak'],positive
"Makanan yang terkenal di sini adalah KEPITING . Kami jarang makan di tempat karena terkendala parkir . Kita harus parkir di seberang jalan dan jalannya adalah jalan besar dengan kendaraan yang terus berlalu lalang . Karena itu biasanya saya dan keluarga lebih senang untuk delivery ,","[u'besar', u'senang']",positive
"saya dari jakarta datang ke bandung bersama keluarga untuk liburan . Awalnya kami bingung hendak makan malam dimana . Setelah bertanya pada teman di bandung , ia menyarankan untuk makan di rose flower reataurant . Maka kami sekeluarga pergi kesana dan memesan beberapa menu spesial mereka kepiting saus tiram , udang telur asin dan kangkung cah . Ternyata benar yang teman saya katakan , makanannya . Lanjutan","[u'bingung', u'spesial', u'asin', u'benar']",positive
"Recomended menu : kepiting saus tiram , kangkung cah dan ayam jahe . mantapp . masakannya oke dengan porsi yang pas tidak terlalu banyak juga tidak terlalu sedikit . penyajian masakannya tidak memakan waktu yang terlalu lama . pelayannya pun ramah dan sopan . atmosphere nya masih kurang karena bangunan lama tapi untuk makanan mah top deh . pokonya yang datang ke bandung harus coba makan . Lanjutan","[u'pas', u'banyak', u'sedikit', u'lama', u'ramah', u'sopan', u'lama', u'coba']",positive
"Salah satu restaurant chinese food yang saya rekomendasikan bila anda berkunjung ke Bandung . Yang paling saya suka adalah udang goreng telur asin , kangkung cah , kepiting saos tiram , dan ifumie yang porsinya gede banget . Pokoknya two thumbs up deh buat restauran rose inii !","[u'Salah', u'asin', u'gede']",positive
"Kami makan di Rose dan memanggil hotplate kangkung , udang goreng telur asin , kepiting telur saus tiram , ifu Mei siram . Untuk penilaian rasa menurut saya dan keluarga hanya hotplate kangkung dan udang telur asin yang masuk dalam kategori lumayan . Ifu Mei siramnya disajikan dalam piring yang terlalu kecil sedangkan porsinya lebih besar daripada piringnya , kurang enak dilihat otomatis tidak mengundang selera . Lanjutan","[u'asin', u'asin', u'lumayan', u'kecil', u'besar', u'otomatis']",positive
"Jika sudah sampai Bandung , mesti disempetin mampir ke _URL_ kepiting saus tiram yang rasanya so yummy . atau I Fu Mie super jumbo yang pasti bikin ketagihan . Layak untuk dicoba bagi para wisatawan kuliner. : - )",[u'pasti'],positive
"Beberapa kali saya berkunjung ke Resto Rose Flower ini dan selalu ketagihan dengan menu pamungkasnya Kepiting Lada Hitam , Udah goreng telur asin dan Kangkung Hot Plate nya . Untuk ukuran porsi makanan terbilang Jumbo karena biasanya di sajikan dalam wadah ukuran besar untuk ukuran yang Medium . Harga makanan cukup bervairasi namun masih bersahabat di kantong . Disarankan untuk datang sebelum jam . Lanjutan","[u'ketagihan', u'Hitam', u'asin', u'nya', u'besar', u'cukup']",positive
Ada menu kepiting saus tiram yang benar-benar lezat dan menu-menu lain nya yang tidak kalah lezat nya.Rose Flower Restaurant memang luar _URL_ pecinta kuliner yang ingin mendapatkan kepuasan maksimal dalam cita rasa masakan yang _URL_ menjadikan Rose Flower Restaurant sebagai pilihan.dijamin ketagihan,"[u'benar', u'benar', u'lezat', u'lain', u'nya', u'lezat', u'luar', u'maksimal']",positive
"Beberapa kali coba makan disini , pulangnya pasti kenyang dan senang . Menu favorit "" Kepiting Lada Hitam "" walaupun kepiting masih agak kecil tapi rasanya hm . Yang pasti disini tidak pelit sm bumbu masakannya , makan nasi jadi lebih lahap . Sampe lupa kolesterol dan "" teman - temanya "" tidak kalah sama resto-resto seafood besar lainnya . Pokoknya kalau ke bandung , wajib mampir kesini khusus untuk seafoodnya ( ((LIKE THIS)) )","[u'pasti', u'kenyang', u'senang', u'favorit', u'Hitam', u'kecil', u'pasti', u'jadi', u'sama', u'besar', u'khusus']",positive
"Restaurant Seafood dan Chinese Food ini sudah berdiri 34 tahun . Menu yang disajikan semuanya enak . Yang sangat direkomendasikan adalah menu kepiting saus tiram , udang goreng telur asin dan kangkung ca hot plate Harga makanan terjangkau apalagi porsi yang disajikan dapat untuk 3 - 4 orang Sangat direkomendasikan untuk makan ke Rose Flower Restaurant",[u'asin'],positive
Cabe Rawit Resto termasuk pemain lama yang masih bertahan sampai sekarang . Since 2002.(kebayangkan banyak pelangganya ) Overall menunya komplit : - indonesian - chinese food - sea food - europe - bandung snack Overall tastenya _URL_ lumayan tinggi dibanding lainya Tempat : interior sederhana tanpa ac tapi tidak panas hawanya . (dibawah pohon rindang ) Smooking dan nomor smooking area dipisahkan Mushola tersedia . Untuk pecinta . Lanjutan,"[u'lama', u'banyak', u'komplit', u'lumayan', u'tinggi', u'lainya', u'sederhana', u'panas', u'rindang']",positive
Iga Bakarnya walau dibilang level 5 tidak terlalu pedas . Makan enak hanya nasi nya agak terlalu keras . Tetap maju dan improvement terus iya,"[u'pedas', u'keras', u'Tetap']",positive
"Setiap kali saya ke Bandung , saya selalu menyempatkan diri untuk mampir ketempat ini . Menu favourite saya adalah ca kangkung daging hotplate , sup iga , dan kungpaw chicken nya.rasanya istimewa . Untuk minumanya , juice adalah pilihan yang tidak pernah salah . Dan bigberry strawberry nya seger _URL_ porsinya besar . Hebatnya adalah tempat ini memiliki taste yang tidak berubah dari saya mengenalnya sejak beberapa tahun . Lanjutan","[u'salah', u'besar']",positive
"Makanannya enak , suasananya juga lumayan , kebersihan oke , porsinya banyak harganya agak tinggi untuk mahasiswa .","[u'lumayan', u'banyak', u'tinggi']",positive
"Lokasi strategis , nyaman , cocok untuk acara individu , berdua , berbanyak , pelayan ramah dan rapi . Menunya lengkap dari yang berat sampai ringan , sayangnya tidak diperkenankan mengambil foto menu . Harga agak mahal . Karena sudah makan siang di tempat lain sebelumnya , saya hanya memesan Siomay kuah . 2 Jempol , enak banget . kuahnya gurih , siomaynya berasa banget .","[u'strategis', u'nyaman', u'cocok', u'ramah', u'rapi', u'lengkap', u'berat', u'ringan', u'lain']",positive
"Resto mempunyai tempat yang luas ada bagian indoor dan outdoor . Interiornya minimalis dan mengesankan . Layanannya cukup baik . Tersedia beragam menu masakan Nusantara . Menu andalan Sapi lada hitam dan Udang goreng telur asin . Selain itu ada Sapo seafood , Tahu king , Sop iga , Nasi timbel dan lainnya . Sop iganya sangat lezat dan segar . Sapi lada hitam rasanya enak dan mantap . Rata - rata masakannya . Lanjutan","[u'luas', u'cukup', u'baik', u'hitam', u'asin', u'lezat', u'hitam', u'mantap']",positive
"Pilihan makan dan minuman banyak untuk dipilih . Dan tempatnya besar , dibagi menjadi beberapa bagian dan konsep . Untuk harga cukup pas buat dikantong .","[u'banyak', u'besar', u'cukup', u'pas']",positive
"Tempat nya enak,pelayanannya lumayan bagus . tapi saat pemesanan makanan sangat lama,alangkah baiknya dikasih minum dulu kalau makanannya lama . kebersihan makanan juga perlu ditingkatkan . makanannya enak,harganya juga pas untuk mahasiswa ,","[u'lumayan', u'lama,alangkah', u'lama', u'pas']",positive
"pagi pagi sarapan dsini lama banget makanya jadi,harga 30 - 100 permakananya,makanan lumayan tapinya enak","[u'lama', u'lumayan']",positive
"Lokasi resto di dekat Dago dan suasana nya lumayan . Menunya komplet makanan Indonesia sea food dll. Pelayanan OK,harga juga bersaing . Salah satu pilihan untuk makan di bandung","[u'dekat', u'lumayan', u'komplet', u'Salah']",positive
"Tempat makan yang menyajikan sop iga dan buntut spesial cabe rawit yang memiliki citarasa pedas yang medium , dan juga banyak variasi makanan lain ala barat dan indonesia dan beragam minuman unik segar dan beragam pilihan , akan tetapi untuk harga untuk kelas menengah ke atas , dan suasana tempatnya kurang nyaman .","[u'spesial', u'rawit', u'pedas', u'banyak', u'lain', u'nyaman']",positive
"Ini salah satu restoran favorit saya jika berkunjung ke Bandung . Lokasinya strategis , makanannya lengkap dan bervariasi . Layanan tamah dan harga lumayan bersaing . Tetapi yang paling OK adalah suasananya .","[u'salah', u'favorit', u'strategis', u'lengkap', u'lumayan']",positive
Jarang banget ada tempat kaya begini . Buka dari pagi loh jadi bisa kumpul-kumpul dari pagi . Tempatnya bikin betah lama - lama di sini . Menu makanannya juga banyak dan komplit . Ada paket sarapan dan makan berat .,"[u'kaya', u'jadi', u'lama', u'lama', u'banyak', u'komplit']",positive
"Dari segi makanan ok banget , tapi dari segi kecepatan pelayanan perlu ditingkatkan lagi , minuman datangnya terlambat untuk 2 jus alpokat menunggu 20 menit . Overall OK lah",[],positive
"terletak disekitar kawasan kampus unpar , caf ini banyak di manfaatkan oleh mahasiswa dan mahasiswi untuk mengerjakan tugas sambal wifi gratisan",[u'banyak'],positive
"Enak tempat , suasana dan makanan minumannya . Banyak mahasiswa ITB , Unpad yang jadikan tempat ini kamu belajar . Harga bersaing dengan fast food . Layak untuk bawa tamu , karena desain dan suasananya yang nyaman . Parkir juga cukup . Ada WIFI meski kadang gangguan . Overall memuaskan","[u'Banyak', u'nyaman', u'cukup']",positive
"Pertama kalinya mencoba makan di Cabe Rawit . Lokasi cukup strategis , berada persis besebelahan dengan cafe Ngopi Dulu . Suasananya resto nyaman , tempat makan bersih & toiletnya terjaga , harganya masih cukup reasonable . Sesuai rekomendasi , saya pesan sop buntut , menurut saya rasanya enak , dagingnya empuk , tidak pakai susah misahin antara tulang & dagingnya . Anak saya yang berumur ethn juga lahap Sebenarnya masih banyak . Lanjutan","[u'cukup', u'strategis', u'besebelahan', u'nyaman', u'bersih', u'terjaga', u'cukup', u'susah', u'banyak']",positive
"Tempat yang nyaman untuk hang - out atau sambil kerjain tugas . Makanan berat dan ringan , semua tersedia . Rawonnya selalu keasinan .","[u'nyaman', u'berat', u'ringan']",positive
"Baru kali ini ketemu rumah makan di Bandung yang semuamuanya enak . Biasanya Cuma 1 - 2 menu saja yang enak , kali ini nemu deh yang ampir semua menunya cocok di lidah dan kantong . Kata si waiter : sop buntutnya top & guramenya juara . Pas dicobain benar _URL_ semuanya . Kuah sop buntutnya tidak eneg & enak . Gurame pesmolnya juga enak banget . Kata ibu . Lanjutan","[u'cocok', u'benar']",positive
"saya diajak kesini oleh teman saya yang sedang kuliah di bandung , pertama diajak saya kira seperti Cabe Rawit yang ada di dekat UNPAR , ternyata jauh berbeda,,tempat ini letaknya sangat strategis dekat dengan _URL_ dan memiliki pilihan menu yang cukup banyak.suasananya sendiri sangat cozy , mendukung untuk duduk lama untuk ngobrol sambil makan dan minum . Kualitas makanan dan minumannya pun rasanya enak . Lanjutan","[u'dekat', u'jauh', u'strategis', u'dekat', u'cukup', u'sendiri', u'cozy', u'lama']",positive
"Kalau mau cari tempat makan malam yang lengkap menunya , murah , tempatnya nyaman buat kumpul-kumpul . disinilah tempat nya :) Tapi kalau soal rasa iya cukupan lah . Banyakan yang makan disini anak muda .","[u'lengkap', u'murah', u'nyaman', u'nya', u'cukupan', u'muda']",positive
"Lokasi masih sekitar Dago Bandung, , di lokasi yang teduh tempat ini termasuk salah satu cafe yang selalu penuh , tetutama anak anak kuliah karena lokasi juga dekat dengan kampus Unpad dll.WIFI gratis dan lumayan kenceng bisa bikin betah kumpul-kumpul atau sekedar ngobrol bersama teman.Menu nya lumayan banyak pilihan dari nasi goreng , sop buntut , roti bakar dan lain-lain dengan harga murah sampai . Lanjutan","[u'teduh', u'salah', u'penuh', u'dekat', u'lumayan', u'lumayan', u'banyak', u'lain', u'lain', u'murah']",positive
"Di sini itu kita bisa makan,nongkrong dan sekaligus ngerjain tugas kuliah karena ada wi - fi gratis lumayan buat ngerjain tugas yang banyak dari dosen selain itu tempatnya keren buat photo ma teman teman . Konsepnya bagus studio dan cafe dibikin jadi satu . Cobaan deh ke sini di jamin ketagihan . :)","[u'lumayan', u'banyak', u'keren', u'jadi']",positive
Saya direkomendasikan untuk makan disini lalu saya memesan sop buntut . Di setiap meja disediakan sambel khas cabe rawit yang menggunakan bahan alami gula merah dan rawit . Sop buntutnya empuk dan sambelnya enak namun rawonnya terlalu manis sama sayang ketika saya mau order cireng banjur tidak bisa dipesan di jam makan siang .,"[u'lalu', u'khas', u'rawit', u'rawit', u'manis', u'sama']",positive
"Restaurant dengan menu nasi tempong pertama di Bandung , perpaduan ikan asin dan sambel yang sempurna . Setiap ke Bandung tidak pernah absen kesini .","[u'asin', u'sempurna']",positive
Wajiblah kesini lagi kalau ke bandung _URL_ banget enak _URL_ rugi bayar 1 juta . tempatnya cozy banget parkirnya gampang tempatnya enak banget dekat dari _URL_ ini ke bandung dapat tempat makan kaya begini,"[u'rugi', u'gampang', u'dekat', u'kaya']",positive
Ada banyak promo disc dadakannya . Kalau mau ke bandung wajib harus nyobain cabe rawit . ramai pula disini tempatnya . sop iga nya wajib di cobain,"[u'banyak', u'rawit', u'ramai']",positive
"Ini enak , itu enak , yang ono mantap , yang situ wenak , apalagi ? Ya balik balik lagi nyobain ini itu , rekomended lah . Mau apa saja ada , tradisional , asian , western , macam dari cendol sampai iga bakar dan sop buntuts","[u'mantap', u'tradisional', u'asian']",positive
Tampilan Cabe Rawit yang baru sangat menyegarkan . Menunya beragam . Menu kepiting - nya ok dan roti gempolnya juga .,[u'baru'],positive
"Suka sama desain interiornya . Makanan juga enak dan variatif . Ada menu untuk sendiri juga menu untuk keluarga . Ohya , sesuai namanya . Sambel cabe rawitnya maknyos banget !","[u'sama', u'sendiri']",positive
"Tempatnya cozy . Banyak mahasiswa yang kumpul-kumpul sambil belajar dan makan tentunya di cafe ini . Emang nyaman banget buat diskusi atau ngerjain tugas bahkan untuk sekadar baca novel . Menu favoritku di cabe rawit ini udang kremes . Aku suka banget . Udangnya yang masih segar dilumuri kremes telur top banget . Apalagi dimakannya dengan sambel lencon khas cafe ini , wuih sedap . :)","[u'Banyak', u'nyaman', u'rawit', u'banget', u'khas', u'sedap']",positive
"Terletak di belakang RS . Boromeus , daerah Dago , sangat gampang dicari . Kalau dari arah jalan layang masuk Jalan Dago , belok kanan pas sebelum RS Boromeus kira-kira 400 meter kiri jalan . Lumayan ramai , tapi pelayanannya cukup cepat . Kami pesan 2 roti bakar dan 2 kopi yang nikmat . Porsi yang cukup besar buat kami , tapi buat beberapa teman akan kurang . HArga juga tidak . Lanjutan","[u'gampang', u'pas', u'Lumayan', u'ramai', u'cukup', u'cepat', u'nikmat', u'cukup', u'besar']",positive
"Kemarin 10 - 3 - 15 , saya diajak anak saya mkn siang disini . Sy pesan Udang Kremes dan sayur asam . betul-betul enak . Dan yang spesial disini adalah Sambal Lencong nya . Yg pedes tapi tetap mau nambah . Juga Juice Blackberry nya . Enak .","[u'spesial', u'nya', u'tetap', u'nya']",positive
"Termasuk salah satu restoran lengkap yang ada di Bandung . Ada seafood , ada Indonesian . Minumannya banyak yang menggunakan gelas besar","[u'salah', u'lengkap', u'banyak', u'besar']",positive
"Saya memesan nasi uduk dan juice strawberry super gede kemarin . Untuk rasa , memang sangat enak dan juice nya sangat segar dan menguntungkan karena memang sangat gede porsinya ! Terdapat banyak variasi makanan juga di sini , suasana cafe juga cukup tenang , bersih , dan terdapat area outdoor yang sangat luas .","[u'gede', u'nya', u'gede', u'banyak', u'cukup', u'tenang', u'bersih', u'luas']",positive
"Terletak diseputaran Dago yang terkenal . Tempatnya luas dan bisa untuk makan beramai - ramai . Tersedia juga menu porsi besar . Makanannya enak dan sangat bervariasi . Ada sea food dan indonesian food : ikan , sayuran , ayam sapi dan tersedia juga menu sarapan . Minumannya juga bervariasi.Harga terjangkau . Karyawannya ramah dan memberikan informasi mengenai menu .","[u'luas', u'ramai', u'besar', u'bervariasi.Harga', u'ramah']",positive
"kemarin nyobain aglio olio tuna , mushroom soup , potato cheese , steak icip dikit , dan semuanya itu enak sihh . bahkan aglio olio habis dalam sekejap banget , padahal porsinya lumayan banyak saking lahapnya . Tempatnya juga cozy . Stafnya ramah dan tanggap . love iti !","[u'banget', u'lumayan', u'banyak', u'saking', u'cozy', u'ramah', u'tanggap']",positive
"Makanan nya enak enak dan eye catching untuk di foto,suka . tapi minuman nya juga enak dan tempat nya nyaman untuk kumpul kumpul sama teman .","[u'nyaman', u'sama']",positive
"Interior cukup nyaman ada beberapa pilihan tempat duduk , sofa atau bangku biasa . Memesan : 1 . alaskan salmon steak seharga IDRbsK sebelum pajak . Rasa ikan enak dan tidak amis . Namun ukuran ikan termasuk kecil . Mashed potato juga enak , namun sayurannya biasa saja . 2 . Nasi goreng , rasa standar , berisi telor mata sapi , sate ayam , nugget , krupuk , harga sekitar IDRagK plus pajak 3 . Beehive . Lanjutan","[u'cukup', u'nyaman', u'biasa', u'kecil', u'biasa']",positive
"Berada di Kota Bandung dan dekat dengan kampus ITB , tempat ini menyajikan makanan cepat saji dari barat . dan suasana tempat ini sangat nyaman dan enak dinikmati","[u'dekat', u'cepat', u'nyaman']",positive
"Tempat makan yang luar biasa nyaman dan menyediakan makanan dan minuman yang enak dan beragam yang cocok untuk dicoba semua , layanan dan suasana sangat baik","[u'luar', u'biasa', u'nyaman', u'cocok', u'baik']",positive
"Awalnya ragu dengan kecepatan pelayanan disini Tapi not bad lah , tepat waktu kok : D Aku lupa pesan juice apa kayaknya mixed juice begitu , oke sih . Dan makanannya juga well cooked . Ohya ini mereka kasi gratis ice cream . Bisa di coba tanya dengan waiter nya Love .",[u'ragu'],positive
"Suasananya nyaman sekali untuk berlama - lama bersama teman atau keluarga . Menunya juga menarik untuk dicoba dengan harga yang cukup reasonable . Rasanya juga tidak mengecewakan . Saat berkunjung saya mencoba "" Monster burger"" , ukurannya sesuai dengan namanyai ! Beef patty gurih dan empuk , ditambah onion ring yang crunchy membuatnya semakin terasa spesial !","[u'nyaman', u'lama', u'menarik', u'cukup', u'spesial']",positive
"Menu lengkap , nasional dan western ada . Dessert enak dan bagus untuk difoto . pencahayaan minimum dapat diatasi dengan menambah lampu dari senter hp .","[u'lengkap', u'nasional']",positive
"makanan yang kami pesan tidak ada yang gagal , semua mantap,mulai dari pasta alfredo , alaskan salmon , burger sampai au gratin . minuman lumayan , mocacinonya pas , mojito mintnya tidak berasa . tapi lumayanlah untuk tempatnya nyaman , unik dan tema lebahnya dominan sekali . untuk pelayanan , bgtu menyajikan , piringnya membentur meja seperti di banting walau tidak terlalu keras beda dengan mbak yang mengenakan behel ( lupa . Lanjutan","[u'gagal', u'lumayan', u'pas', u'nyaman', u'dominan', u'keras']",positive
"Dengan penataan ruang yang cukup terbuka , membuat Beehive menjadi nyaman walaupun tanpa AC . Suasana lighting yang baik membuat makan menjadi lebih menyenangkan . Chef recommended adalah Monster Burger , beef patty yang lembut berpadu dengan onion ring renyah , mantap . Satu lagi yang tidak boleh ketonggalan , salmon steaknya lembut , mashed potatus dibumbui dengan seimbang . Orang juice ? Very fresh .","[u'cukup', u'terbuka', u'nyaman', u'AC', u'baik', u'lembut', u'renyah', u'mantap', u'lembut']",positive
"Saya beberapa kali memilih tempat ini sebagai meeting point dengan teman-teman untuk makan siang dan malam karena lokasinya yang strategis , tempat parkir yang cukup luas , pilihan makanan yang cukup banyak dan kualitasnya yang enak dengan harga yang menengah . Pernah kecewa tidak mendapat kursi di area "" Non Smoking"" , tapi karena jarak antar meja di smoking area cukup berjauhan dan kami ditempatkan . Lanjutan","[u'strategis', u'cukup', u'luas', u'cukup', u'banyak', u'kecewa', u'cukup']",positive
"makanan di beehive cukup enak , harga terbilang menengah . Beehive juga menyediakan menu western , indonesia dan dessert dan juice sehat .",[u'cukup'],positive
"Tempatnya oke untuk hangout sekedar ngobrol-ngobrol bersama teman , tapi makanan disini kurang enak . sebaiknya pesan minuman atau starter saja , untuk main course sangat tidak rekomen .",[u'course'],positive
"Untuk yang sering main di sekitar Dago , Beehive Cafe & Eatery adalah tempat yang cocok . Buat yang bawa anak kecil juga pas , karena ada tempat bermain bagi anak - anak . Disain ruangan sangat bagus dan makanan yang disajikan juga lezat , terutaa steak .","[u'sering', u'cocok', u'kecil', u'pas', u'bermain', u'lezat']",positive
